symbol,period_close_epoch,received_at_ms,processed_at_ms,delivery_latency_ms,processing_latency_ms
RDBULL,1784956080,1784956140396,1784956140401,396,5
stpRNG3,1784956080,1784956140405,1784956140406,405,1
stpRNG5,1784956080,1784956140407,1784956140410,407,3
stpRNG2,1784956080,1784956140411,1784956140412,411,1
stpRNG,1784956080,1784956140413,1784956140414,413,1
stpRNG4,1784956080,1784956140418,1784956140419,418,1
stpRNG4,1784956140,1784956200389,1784956200390,389,1
stpRNG,1784956140,1784956200392,1784956200393,392,1
stpRNG3,1784956140,1784956200395,1784956200396,395,1
stpRNG2,1784956140,1784956200397,1784956200398,397,1
stpRNG5,1784956140,1784956200401,1784956200402,401,1
RDBULL,1784956140,1784956200403,1784956200404,403,1
stpRNG4,1784956200,1784956260395,1784956260396,395,1
stpRNG,1784956200,1784956260398,1784956260400,398,2
stpRNG3,1784956200,1784956260402,1784956260404,402,2
stpRNG5,1784956200,1784956260407,1784956260408,407,1
stpRNG2,1784956200,1784956260410,1784956260412,410,2
RDBULL,1784956200,1784956260413,1784956260414,413,1
RDBULL,1784956260,1784956320352,1784956320353,352,1
stpRNG3,1784956260,1784956320354,1784956320356,354,2
stpRNG2,1784956260,1784956320358,1784956320359,358,1
stpRNG5,1784956260,1784956320360,1784956320361,360,1
stpRNG,1784956260,1784956320362,1784956320364,362,2
stpRNG4,1784956260,1784956320368,1784956320371,368,3
stpRNG4,1784956320,1784956380389,1784956380390,389,1
stpRNG,1784956320,1784956380391,1784956380393,391,2
stpRNG3,1784956320,1784956380395,1784956380396,395,1
stpRNG2,1784956320,1784956380397,1784956380397,397,0
stpRNG5,1784956320,1784956380398,1784956380399,398,1
RDBULL,1784956320,1784956380400,1784956380400,400,0
stpRNG2,1784956380,1784956440378,1784956440379,378,1
stpRNG5,1784956380,1784956440381,1784956440383,381,2
stpRNG3,1784956380,1784956440385,1784956440389,385,4
RDBULL,1784956380,1784956440390,1784956440390,390,0
stpRNG4,1784956380,1784956440391,1784956440391,391,0
stpRNG,1784956380,1784956440392,1784956440392,392,0
stpRNG,1784956440,1784956500384,1784956500385,384,1
stpRNG4,1784956440,1784956500387,1784956500389,387,2
RDBULL,1784956440,1784956500391,1784956500391,391,0
stpRNG3,1784956440,1784956500392,1784956500392,392,0
stpRNG5,1784956440,1784956500393,1784956500393,393,0
stpRNG2,1784956440,1784956500394,1784956500394,394,0
stpRNG4,1784956500,1784956560384,1784956560385,384,1
stpRNG,1784956500,1784956560387,1784956560391,387,4
stpRNG5,1784956500,1784956560393,1784956560393,393,0
stpRNG2,1784956500,1784956560394,1784956560395,394,1
stpRNG3,1784956500,1784956560396,1784956560396,396,0
RDBULL,1784956500,1784956560397,1784956560397,397,0
RDBULL,1784956560,1784956620478,1784956620479,478,1
stpRNG2,1784956560,1784956620481,1784956620482,481,1
stpRNG5,1784956560,1784956620483,1784956620484,483,1
stpRNG3,1784956560,1784956620486,1784956620486,486,0
stpRNG,1784956560,1784956620487,1784956620487,487,0
stpRNG4,1784956560,1784956620488,1784956620488,488,0
stpRNG4,1784956620,1784956680391,1784956680392,391,1
stpRNG,1784956620,1784956680395,1784956680396,395,1
stpRNG2,1784956620,1784956680397,1784956680398,397,1
stpRNG5,1784956620,1784956680398,1784956680399,398,1
stpRNG3,1784956620,1784956680400,1784956680401,400,1
RDBULL,1784956620,1784956680402,1784956680403,402,1
stpRNG4,1784956680,1784956740326,1784956740326,326,0
stpRNG,1784956680,1784956740328,1784956740330,328,2
stpRNG3,1784956680,1784956740332,1784956740333,332,1
stpRNG5,1784956680,1784956740336,1784956740338,336,2
stpRNG2,1784956680,1784956740339,1784956740341,339,2
RDBULL,1784956680,1784956740342,1784956740343,342,1
stpRNG4,1784956740,1784956800370,1784956800370,370,0
stpRNG,1784956740,1784956800372,1784956800373,372,1
stpRNG3,1784956740,1784956800374,1784956800375,374,1
stpRNG2,1784956740,1784956800376,1784956800377,376,1
stpRNG5,1784956740,1784956800378,1784956800379,378,1
RDBULL,1784956740,1784956800380,1784956800381,380,1
stpRNG,1784956800,1784956860308,1784956860309,308,1
stpRNG4,1784956800,1784956860310,1784956860312,310,2
RDBULL,1784956800,1784956860314,1784956860315,314,1
stpRNG3,1784956800,1784956860315,1784956860316,315,1
stpRNG5,1784956800,1784956860317,1784956860317,317,0
stpRNG2,1784956800,1784956860319,1784956860319,319,0
stpRNG4,1784956860,1784956920351,1784956920352,351,1
stpRNG,1784956860,1784956920354,1784956920356,354,2
stpRNG5,1784956860,1784956920357,1784956920358,357,1
stpRNG2,1784956860,1784956920360,1784956920360,360,0
stpRNG3,1784956860,1784956920361,1784956920362,361,1
RDBULL,1784956860,1784956920363,1784956920364,363,1
stpRNG4,1784956920,1784956980333,1784956980333,333,0
stpRNG,1784956920,1784956980335,1784956980336,335,1
stpRNG3,1784956920,1784956980337,1784956980338,337,1
stpRNG5,1784956920,1784956980339,1784956980340,339,1
stpRNG2,1784956920,1784956980340,1784956980341,340,1
RDBULL,1784956920,1784956980341,1784956980342,341,1
stpRNG4,1784956980,1784957040565,1784957040566,565,1
stpRNG,1784956980,1784957040568,1784957040569,568,1
stpRNG3,1784956980,1784957040572,1784957040572,572,0
stpRNG5,1784956980,1784957040573,1784957040573,573,0
stpRNG2,1784956980,1784957040574,1784957040574,574,0
RDBULL,1784956980,1784957040575,1784957040575,575,0
stpRNG4,1784957040,1784957100711,1784957100712,711,1
stpRNG,1784957040,1784957100713,1784957100714,713,1
stpRNG2,1784957040,1784957100715,1784957100716,715,1
stpRNG5,1784957040,1784957100717,1784957100718,717,1
stpRNG3,1784957040,1784957100719,1784957100719,719,0
RDBULL,1784957040,1784957100720,1784957100720,720,0
stpRNG4,1784957100,1784957160635,1784957160636,635,1
stpRNG,1784957100,1784957160638,1784957160639,638,1
stpRNG3,1784957100,1784957160640,1784957160641,640,1
stpRNG2,1784957100,1784957160642,1784957160643,642,1
stpRNG5,1784957100,1784957160644,1784957160644,644,0
RDBULL,1784957100,1784957160646,1784957160647,646,1
RDBULL,1784957160,1784957220308,1784957220309,308,1
stpRNG3,1784957160,1784957220310,1784957220310,310,0
stpRNG2,1784957160,1784957220311,1784957220311,311,0
stpRNG5,1784957160,1784957220312,1784957220312,312,0
stpRNG,1784957160,1784957220313,1784957220314,313,1
stpRNG4,1784957160,1784957220314,1784957220315,314,1
stpRNG,1784957220,1784957280347,1784957280348,347,1
stpRNG4,1784957220,1784957280350,1784957280351,350,1
RDBULL,1784957220,1784957280353,1784957280354,353,1
stpRNG3,1784957220,1784957280356,1784957280356,356,0
stpRNG2,1784957220,1784957280358,1784957280358,358,0
stpRNG5,1784957220,1784957280360,1784957280361,360,1
stpRNG3,1784957280,1784957340313,1784957340313,313,0
stpRNG2,1784957280,1784957340314,1784957340314,314,0
stpRNG5,1784957280,1784957340315,1784957340315,315,0
RDBULL,1784957280,1784957340316,1784957340316,316,0
stpRNG4,1784957280,1784957340318,1784957340318,318,0
stpRNG,1784957280,1784957340319,1784957340320,319,1
RDBULL,1784957340,1784957400297,1784957400298,297,1
stpRNG3,1784957340,1784957400299,1784957400300,299,1
stpRNG5,1784957340,1784957400303,1784957400304,303,1
stpRNG2,1784957340,1784957400306,1784957400307,306,1
stpRNG,1784957340,1784957400308,1784957400308,308,0
stpRNG4,1784957340,1784957400310,1784957400311,310,1
stpRNG,1784957400,1784957460289,1784957460290,289,1
stpRNG4,1784957400,1784957460292,1784957460293,292,1
RDBULL,1784957400,1784957460294,1784957460295,294,1
stpRNG3,1784957400,1784957460297,1784957460297,297,0
stpRNG2,1784957400,1784957460299,1784957460300,299,1
stpRNG5,1784957400,1784957460304,1784957460306,304,2
stpRNG5,1784957460,1784957520278,1784957520279,278,1
stpRNG2,1784957460,1784957520280,1784957520281,280,1
stpRNG3,1784957460,1784957520283,1784957520283,283,0
RDBULL,1784957460,1784957520284,1784957520284,284,0
stpRNG4,1784957460,1784957520285,1784957520285,285,0
stpRNG,1784957460,1784957520286,1784957520286,286,0
stpRNG4,1784957520,1784957580337,1784957580338,337,1
stpRNG,1784957520,1784957580339,1784957580339,339,0
stpRNG3,1784957520,1784957580340,1784957580340,340,0
stpRNG2,1784957520,1784957580341,1784957580343,341,2
stpRNG5,1784957520,1784957580346,1784957580346,346,0
RDBULL,1784957520,1784957580347,1784957580347,347,0
RDBULL,1784957580,1784957640271,1784957640272,271,1
stpRNG2,1784957580,1784957640274,1784957640274,274,0
stpRNG5,1784957580,1784957640276,1784957640277,276,1
stpRNG3,1784957580,1784957640279,1784957640279,279,0
stpRNG,1784957580,1784957640281,1784957640282,281,1
stpRNG4,1784957580,1784957640283,1784957640284,283,1
RDBULL,1784957640,1784957700297,1784957700298,297,1
stpRNG3,1784957640,1784957700300,1784957700300,300,0
stpRNG2,1784957640,1784957700304,1784957700305,304,1
stpRNG5,1784957640,1784957700306,1784957700307,306,1
stpRNG,1784957640,1784957700308,1784957700309,308,1
stpRNG4,1784957640,1784957700310,1784957700311,310,1
RDBULL,1784957640,1784957700380,1784957700384,380,4
stpRNG3,1784957640,1784957700387,1784957700388,387,1
stpRNG2,1784957640,1784957700391,1784957700393,391,2
stpRNG5,1784957640,1784957700395,1784957700397,395,2
stpRNG,1784957640,1784957700398,1784957700399,398,1
stpRNG4,1784957640,1784957700402,1784957700404,402,2
stpRNG,1784957700,1784957760295,1784957760296,295,1
stpRNG4,1784957700,1784957760297,1784957760298,297,1
RDBULL,1784957700,1784957760300,1784957760300,300,0
stpRNG2,1784957700,1784957760303,1784957760305,303,2
stpRNG5,1784957700,1784957760307,1784957760307,307,0
stpRNG3,1784957700,1784957760309,1784957760309,309,0
stpRNG,1784957700,1784957760362,1784957760363,362,1
stpRNG4,1784957700,1784957760364,1784957760364,364,0
RDBULL,1784957700,1784957760366,1784957760366,366,0
stpRNG2,1784957700,1784957760367,1784957760368,367,1
stpRNG5,1784957700,1784957760370,1784957760372,370,2
stpRNG3,1784957700,1784957760373,1784957760373,373,0
stpRNG4,1784957760,1784957820317,1784957820318,317,1
stpRNG,1784957760,1784957820320,1784957820321,320,1
stpRNG5,1784957760,1784957820322,1784957820323,322,1
stpRNG2,1784957760,1784957820324,1784957820324,324,0
stpRNG3,1784957760,1784957820325,1784957820325,325,0
RDBULL,1784957760,1784957820326,1784957820326,326,0
stpRNG4,1784957760,1784957820332,1784957820332,332,0
stpRNG,1784957760,1784957820333,1784957820333,333,0
stpRNG5,1784957760,1784957820335,1784957820335,335,0
stpRNG2,1784957760,1784957820336,1784957820336,336,0
stpRNG3,1784957760,1784957820337,1784957820339,337,2
RDBULL,1784957760,1784957820339,1784957820340,339,1
stpRNG4,1784957820,1784957880335,1784957880336,335,1
stpRNG,1784957820,1784957880339,1784957880340,339,1
stpRNG3,1784957820,1784957880342,1784957880344,342,2
stpRNG5,1784957820,1784957880347,1784957880347,347,0
stpRNG2,1784957820,1784957880349,1784957880349,349,0
RDBULL,1784957820,1784957880351,1784957880352,351,1
stpRNG4,1784957820,1784957880378,1784957880379,378,1
stpRNG,1784957820,1784957880380,1784957880381,380,1
stpRNG3,1784957820,1784957880382,1784957880383,382,1
stpRNG5,1784957820,1784957880384,1784957880386,384,2
stpRNG2,1784957820,1784957880388,1784957880390,388,2
RDBULL,1784957820,1784957880391,1784957880391,391,0
stpRNG,1784957880,1784957940297,1784957940300,297,3
stpRNG4,1784957880,1784957940328,1784957940328,328,0
RDBULL,1784957880,1784957940329,1784957940329,329,0
stpRNG,1784957880,1784957940365,1784957940366,365,1
stpRNG5,1784957880,1784957940375,1784957940375,375,0
stpRNG4,1784957880,1784957940375,1784957940375,375,0
RDBULL,1784957880,1784957940376,1784957940377,376,1
stpRNG5,1784957880,1784957940377,1784957940378,377,1
stpRNG2,1784957880,1784957940378,1784957940379,378,1
stpRNG3,1784957880,1784957940379,1784957940379,379,0
stpRNG2,1784957880,1784957940380,1784957940380,380,0
stpRNG3,1784957880,1784957940381,1784957940383,381,2
stpRNG4,1784957940,1784958000331,1784958000332,331,1
stpRNG,1784957940,1784958000333,1784958000334,333,1
stpRNG5,1784957940,1784958000339,1784958000340,339,1
stpRNG2,1784957940,1784958000343,1784958000344,343,1
stpRNG3,1784957940,1784958000346,1784958000347,346,1
RDBULL,1784957940,1784958000349,1784958000350,349,1
RDBULL,1784958000,1784958060338,1784958060340,338,2
stpRNG3,1784958000,1784958060342,1784958060344,342,2
stpRNG5,1784958000,1784958060345,1784958060346,345,1
stpRNG2,1784958000,1784958060347,1784958060348,347,1
stpRNG,1784958000,1784958060350,1784958060350,350,0
stpRNG4,1784958000,1784958060354,1784958060355,354,1
stpRNG4,1784958060,1784958120333,1784958120334,333,1
stpRNG,1784958060,1784958120337,1784958120338,337,1
stpRNG3,1784958060,1784958120341,1784958120341,341,0
stpRNG2,1784958060,1784958120342,1784958120342,342,0
stpRNG5,1784958060,1784958120343,1784958120343,343,0
RDBULL,1784958060,1784958120344,1784958120344,344,0
stpRNG3,1784958120,1784958180275,1784958180276,275,1
stpRNG5,1784958120,1784958180278,1784958180279,278,1
stpRNG2,1784958120,1784958180280,1784958180281,280,1
RDBULL,1784958120,1784958180282,1784958180283,282,1
stpRNG4,1784958120,1784958180285,1784958180286,285,1
stpRNG,1784958120,1784958180288,1784958180288,288,0
stpRNG4,1784958180,1784958240355,1784958240355,355,0
stpRNG,1784958180,1784958240356,1784958240356,356,0
stpRNG2,1784958180,1784958240357,1784958240357,357,0
stpRNG5,1784958180,1784958240357,1784958240358,357,1
stpRNG3,1784958180,1784958240358,1784958240358,358,0
RDBULL,1784958180,1784958240359,1784958240359,359,0
stpRNG,1784958240,1784958300331,1784958300331,331,0
stpRNG4,1784958240,1784958300332,1784958300332,332,0
RDBULL,1784958240,1784958300333,1784958300333,333,0
stpRNG5,1784958240,1784958300334,1784958300335,334,1
stpRNG2,1784958240,1784958300335,1784958300336,335,1
stpRNG3,1784958240,1784958300338,1784958300339,338,1
stpRNG5,1784958300,1784958360354,1784958360355,354,1
stpRNG2,1784958300,1784958360357,1784958360358,357,1
stpRNG3,1784958300,1784958360360,1784958360360,360,0
RDBULL,1784958300,1784958360362,1784958360362,362,0
stpRNG4,1784958300,1784958360363,1784958360364,363,1
stpRNG,1784958300,1784958360366,1784958360366,366,0
stpRNG4,1784958360,1784958420337,1784958420340,337,3
stpRNG,1784958360,1784958420342,1784958420344,342,2
stpRNG5,1784958360,1784958420346,1784958420347,346,1
stpRNG2,1784958360,1784958420348,1784958420349,348,1
stpRNG3,1784958360,1784958420351,1784958420352,351,1
RDBULL,1784958360,1784958420353,1784958420354,353,1
stpRNG3,1784958420,1784958480334,1784958480335,334,1
stpRNG2,1784958420,1784958480335,1784958480336,335,1
stpRNG5,1784958420,1784958480337,1784958480338,337,1
RDBULL,1784958420,1784958480341,1784958480342,341,1
stpRNG4,1784958420,1784958480343,1784958480344,343,1
stpRNG,1784958420,1784958480346,1784958480346,346,0
RDBULL,1784958480,1784958540327,1784958540328,327,1
stpRNG3,1784958480,1784958540330,1784958540330,330,0
stpRNG5,1784958480,1784958540332,1784958540332,332,0
stpRNG2,1784958480,1784958540334,1784958540335,334,1
stpRNG,1784958480,1784958540339,1784958540340,339,1
stpRNG4,1784958480,1784958540341,1784958540342,341,1
RDBULL,1784958540,1784958600334,1784958600334,334,0
stpRNG3,1784958540,1784958600335,1784958600336,335,1
stpRNG5,1784958540,1784958600338,1784958600338,338,0
stpRNG2,1784958540,1784958600340,1784958600341,340,1
stpRNG,1784958540,1784958600342,1784958600343,342,1
stpRNG4,1784958540,1784958600344,1784958600344,344,0
RDBULL,1784958600,1784958660333,1784958660335,333,2
stpRNG5,1784958600,1784958660336,1784958660337,336,1
stpRNG2,1784958600,1784958660340,1784958660341,340,1
stpRNG3,1784958600,1784958660342,1784958660343,342,1
stpRNG,1784958600,1784958660345,1784958660345,345,0
stpRNG4,1784958600,1784958660347,1784958660347,347,0
RDBULL,1784958660,1784958720295,1784958720296,295,1
stpRNG3,1784958660,1784958720298,1784958720298,298,0
stpRNG5,1784958660,1784958720301,1784958720301,301,0
stpRNG2,1784958660,1784958720302,1784958720303,302,1
stpRNG,1784958660,1784958720305,1784958720306,305,1
stpRNG4,1784958660,1784958720309,1784958720309,309,0
RDBULL,1784958660,1784958720327,1784958720331,327,4
stpRNG3,1784958660,1784958720333,1784958720335,333,2
stpRNG5,1784958660,1784958720337,1784958720339,337,2
stpRNG2,1784958660,1784958720341,1784958720342,341,1
stpRNG,1784958660,1784958720343,1784958720343,343,0
stpRNG4,1784958660,1784958720344,1784958720345,344,1
stpRNG3,1784958720,1784958780293,1784958780295,293,2
stpRNG5,1784958720,1784958780297,1784958780297,297,0
stpRNG2,1784958720,1784958780299,1784958780299,299,0
RDBULL,1784958720,1784958780300,1784958780301,300,1
stpRNG4,1784958720,1784958780303,1784958780304,303,1
stpRNG,1784958720,1784958780306,1784958780307,306,1
stpRNG3,1784958720,1784958780324,1784958780325,324,1
stpRNG5,1784958720,1784958780327,1784958780327,327,0
stpRNG2,1784958720,1784958780329,1784958780329,329,0
RDBULL,1784958720,1784958780330,1784958780331,330,1
stpRNG4,1784958720,1784958780332,1784958780332,332,0
stpRNG,1784958720,1784958780333,1784958780333,333,0
stpRNG4,1784958780,1784958840323,1784958840324,323,1
stpRNG,1784958780,1784958840326,1784958840327,326,1
stpRNG3,1784958780,1784958840328,1784958840329,328,1
stpRNG2,1784958780,1784958840330,1784958840331,330,1
stpRNG5,1784958780,1784958840331,1784958840332,331,1
RDBULL,1784958780,1784958840332,1784958840333,332,1
stpRNG4,1784958780,1784958840340,1784958840340,340,0
stpRNG,1784958780,1784958840341,1784958840342,341,1
stpRNG3,1784958780,1784958840343,1784958840343,343,0
stpRNG2,1784958780,1784958840344,1784958840344,344,0
stpRNG5,1784958780,1784958840345,1784958840345,345,0
RDBULL,1784958780,1784958840346,1784958840347,346,1
stpRNG2,1784958840,1784958900285,1784958900287,285,2
stpRNG5,1784958840,1784958900289,1784958900290,289,1
stpRNG3,1784958840,1784958900292,1784958900292,292,0
RDBULL,1784958840,1784958900293,1784958900293,293,0
stpRNG4,1784958840,1784958900294,1784958900294,294,0
stpRNG,1784958840,1784958900295,1784958900295,295,0
stpRNG2,1784958840,1784958900331,1784958900331,331,0
stpRNG5,1784958840,1784958900332,1784958900332,332,0
stpRNG3,1784958840,1784958900333,1784958900334,333,1
RDBULL,1784958840,1784958900334,1784958900335,334,1
stpRNG4,1784958840,1784958900336,1784958900336,336,0
stpRNG,1784958840,1784958900337,1784958900337,337,0
stpRNG2,1784958900,1784958960324,1784958960325,324,1
stpRNG5,1784958900,1784958960326,1784958960327,326,1
stpRNG3,1784958900,1784958960328,1784958960329,328,1
RDBULL,1784958900,1784958960329,1784958960330,329,1
stpRNG4,1784958900,1784958960330,1784958960330,330,0
stpRNG,1784958900,1784958960331,1784958960331,331,0
stpRNG2,1784958900,1784958960367,1784958960367,367,0
stpRNG5,1784958900,1784958960368,1784958960369,368,1
stpRNG3,1784958900,1784958960369,1784958960370,369,1
RDBULL,1784958900,1784958960370,1784958960371,370,1
stpRNG4,1784958900,1784958960372,1784958960373,372,1
stpRNG,1784958900,1784958960374,1784958960375,374,1
stpRNG,1784958960,1784959020283,1784959020283,283,0
stpRNG4,1784958960,1784959020284,1784959020284,284,0
RDBULL,1784958960,1784959020285,1784959020286,285,1
stpRNG2,1784958960,1784959020286,1784959020287,286,1
stpRNG5,1784958960,1784959020287,1784959020287,287,0
stpRNG3,1784958960,1784959020289,1784959020289,289,0
stpRNG,1784958960,1784959020336,1784959020337,336,1
stpRNG4,1784958960,1784959020339,1784959020340,339,1
RDBULL,1784958960,1784959020342,1784959020343,342,1
stpRNG2,1784958960,1784959020344,1784959020344,344,0
stpRNG5,1784958960,1784959020345,1784959020346,345,1
stpRNG3,1784958960,1784959020346,1784959020347,346,1
stpRNG,1784959020,1784959080293,1784959080294,293,1
stpRNG4,1784959020,1784959080295,1784959080296,295,1
RDBULL,1784959020,1784959080298,1784959080298,298,0
stpRNG5,1784959020,1784959080299,1784959080300,299,1
stpRNG2,1784959020,1784959080301,1784959080302,301,1
stpRNG3,1784959020,1784959080304,1784959080304,304,0
stpRNG,1784959020,1784959080318,1784959080320,318,2
stpRNG4,1784959020,1784959080321,1784959080322,321,1
RDBULL,1784959020,1784959080324,1784959080326,324,2
stpRNG5,1784959020,1784959080327,1784959080327,327,0
stpRNG2,1784959020,1784959080328,1784959080329,328,1
stpRNG3,1784959020,1784959080330,1784959080334,330,4
stpRNG4,1784959080,1784959140331,1784959140332,331,1
stpRNG,1784959080,1784959140332,1784959140333,332,1
stpRNG3,1784959080,1784959140333,1784959140334,333,1
stpRNG5,1784959080,1784959140334,1784959140335,334,1
stpRNG2,1784959080,1784959140336,1784959140336,336,0
RDBULL,1784959080,1784959140337,1784959140337,337,0
stpRNG4,1784959080,1784959140381,1784959140382,381,1
stpRNG,1784959080,1784959140383,1784959140383,383,0
stpRNG3,1784959080,1784959140384,1784959140385,384,1
stpRNG5,1784959080,1784959140386,1784959140386,386,0
stpRNG2,1784959080,1784959140387,1784959140388,387,1
RDBULL,1784959080,1784959140389,1784959140390,389,1
stpRNG2,1784959140,1784959200326,1784959200326,326,0
stpRNG5,1784959140,1784959200328,1784959200328,328,0
stpRNG3,1784959140,1784959200330,1784959200330,330,0
RDBULL,1784959140,1784959200331,1784959200331,331,0
stpRNG4,1784959140,1784959200332,1784959200333,332,1
stpRNG,1784959140,1784959200334,1784959200334,334,0
stpRNG2,1784959140,1784959200522,1784959200524,522,2
stpRNG5,1784959140,1784959200526,1784959200527,526,1
stpRNG3,1784959140,1784959200527,1784959200527,527,0
RDBULL,1784959140,1784959200528,1784959200529,528,1
stpRNG4,1784959140,1784959200529,1784959200530,529,1
stpRNG,1784959140,1784959200530,1784959200530,530,0
stpRNG4,1784959200,1784959260293,1784959260294,293,1
stpRNG,1784959200,1784959260296,1784959260296,296,0
stpRNG5,1784959200,1784959260298,1784959260299,298,1
stpRNG2,1784959200,1784959260300,1784959260301,300,1
stpRNG3,1784959200,1784959260303,1784959260303,303,0
RDBULL,1784959200,1784959260306,1784959260307,306,1
stpRNG4,1784959200,1784959260325,1784959260326,325,1
stpRNG,1784959200,1784959260327,1784959260327,327,0
stpRNG5,1784959200,1784959260328,1784959260328,328,0
stpRNG2,1784959200,1784959260329,1784959260330,329,1
stpRNG3,1784959200,1784959260330,1784959260331,330,1
RDBULL,1784959200,1784959260331,1784959260333,331,2
stpRNG,1784959260,1784959320328,1784959320329,328,1
stpRNG4,1784959260,1784959320330,1784959320331,330,1
RDBULL,1784959260,1784959320333,1784959320333,333,0
stpRNG3,1784959260,1784959320335,1784959320335,335,0
stpRNG2,1784959260,1784959320337,1784959320338,337,1
stpRNG5,1784959260,1784959320342,1784959320342,342,0
stpRNG,1784959260,1784959320421,1784959320422,421,1
stpRNG4,1784959260,1784959320425,1784959320426,425,1
RDBULL,1784959260,1784959320428,1784959320428,428,0
stpRNG3,1784959260,1784959320430,1784959320432,430,2
stpRNG2,1784959260,1784959320433,1784959320434,433,1
stpRNG5,1784959260,1784959320435,1784959320436,435,1
RDBULL,1784959320,1784959380337,1784959380338,337,1
stpRNG2,1784959320,1784959380339,1784959380339,339,0
stpRNG5,1784959320,1784959380341,1784959380341,341,0
RDBULL,1784959320,1784959380341,1784959380341,341,0
stpRNG3,1784959320,1784959380342,1784959380343,342,1
stpRNG2,1784959320,1784959380343,1784959380343,343,0
stpRNG,1784959320,1784959380344,1784959380344,344,0
stpRNG4,1784959320,1784959380346,1784959380346,346,0
stpRNG5,1784959320,1784959380346,1784959380346,346,0
stpRNG3,1784959320,1784959380347,1784959380347,347,0
stpRNG,1784959320,1784959380347,1784959380348,347,1
stpRNG4,1784959320,1784959380348,1784959380349,348,1
stpRNG4,1784959380,1784959440322,1784959440322,322,0
stpRNG4,1784959380,1784959440322,1784959440323,322,1
stpRNG,1784959380,1784959440324,1784959440325,324,1
stpRNG5,1784959380,1784959440326,1784959440327,326,1
stpRNG,1784959380,1784959440326,1784959440327,326,1
stpRNG2,1784959380,1784959440328,1784959440328,328,0
stpRNG3,1784959380,1784959440330,1784959440330,330,0
stpRNG5,1784959380,1784959440330,1784959440331,330,1
stpRNG2,1784959380,1784959440332,1784959440333,332,1
RDBULL,1784959380,1784959440332,1784959440333,332,1
stpRNG3,1784959380,1784959440334,1784959440334,334,0
RDBULL,1784959380,1784959440335,1784959440336,335,1
RDBULL,1784959440,1784959500321,1784959500322,321,1
RDBULL,1784959440,1784959500321,1784959500322,321,1
stpRNG2,1784959440,1784959500325,1784959500326,325,1
stpRNG2,1784959440,1784959500325,1784959500326,325,1
stpRNG5,1784959440,1784959500327,1784959500327,327,0
stpRNG5,1784959440,1784959500327,1784959500327,327,0
stpRNG3,1784959440,1784959500327,1784959500328,327,1
stpRNG3,1784959440,1784959500328,1784959500328,328,0
stpRNG,1784959440,1784959500328,1784959500328,328,0
stpRNG4,1784959440,1784959500329,1784959500329,329,0
stpRNG,1784959440,1784959500328,1784959500329,328,1
stpRNG4,1784959440,1784959500330,1784959500330,330,0
stpRNG,1784959500,1784959560334,1784959560335,334,1
stpRNG4,1784959500,1784959560337,1784959560337,337,0
RDBULL,1784959500,1784959560340,1784959560342,340,2
stpRNG,1784959500,1784959560343,1784959560343,343,0
stpRNG5,1784959500,1784959560343,1784959560344,343,1
stpRNG4,1784959500,1784959560345,1784959560345,345,0
stpRNG2,1784959500,1784959560345,1784959560345,345,0
RDBULL,1784959500,1784959560346,1784959560346,346,0
stpRNG3,1784959500,1784959560346,1784959560347,346,1
stpRNG5,1784959500,1784959560348,1784959560348,348,0
stpRNG2,1784959500,1784959560349,1784959560349,349,0
stpRNG3,1784959500,1784959560349,1784959560349,349,0
RDBULL,1784959560,1784959620333,1784959620334,333,1
stpRNG5,1784959560,1784959620336,1784959620337,336,1
stpRNG2,1784959560,1784959620340,1784959620341,340,1
stpRNG3,1784959560,1784959620343,1784959620345,343,2
stpRNG,1784959560,1784959620346,1784959620347,346,1
stpRNG4,1784959560,1784959620349,1784959620350,349,1
RDBULL,1784959560,1784959620419,1784959620420,419,1
stpRNG5,1784959560,1784959620424,1784959620425,424,1
stpRNG2,1784959560,1784959620428,1784959620429,428,1
stpRNG3,1784959560,1784959620431,1784959620432,431,1
stpRNG,1784959560,1784959620434,1784959620434,434,0
stpRNG4,1784959560,1784959620436,1784959620437,436,1
stpRNG5,1784959620,1784959680322,1784959680323,322,1
stpRNG2,1784959620,1784959680326,1784959680327,326,1
stpRNG3,1784959620,1784959680329,1784959680329,329,0
RDBULL,1784959620,1784959680331,1784959680331,331,0
stpRNG4,1784959620,1784959680333,1784959680334,333,1
stpRNG,1784959620,1784959680335,1784959680336,335,1
stpRNG5,1784959620,1784959680370,1784959680372,370,2
stpRNG2,1784959620,1784959680376,1784959680376,376,0
stpRNG3,1784959620,1784959680378,1784959680379,378,1
RDBULL,1784959620,1784959680380,1784959680381,380,1
stpRNG4,1784959620,1784959680382,1784959680383,382,1
stpRNG,1784959620,1784959680384,1784959680385,384,1
stpRNG,1784959680,1784959740315,1784959740316,315,1
stpRNG4,1784959680,1784959740317,1784959740318,317,1
RDBULL,1784959680,1784959740319,1784959740320,319,1
stpRNG3,1784959680,1784959740321,1784959740322,321,1
stpRNG2,1784959680,1784959740325,1784959740326,325,1
stpRNG5,1784959680,1784959740328,1784959740328,328,0
stpRNG,1784959680,1784959740331,1784959740331,331,0
stpRNG4,1784959680,1784959740332,1784959740332,332,0
RDBULL,1784959680,1784959740333,1784959740333,333,0
stpRNG3,1784959680,1784959740334,1784959740334,334,0
stpRNG2,1784959680,1784959740335,1784959740335,335,0
stpRNG5,1784959680,1784959740336,1784959740336,336,0
